timestamp,open,high,low,close,volume
2018-05-09,54.4700,55.0600,54.3300,55.0500,680990
2018-05-08,54.0900,54.3400,53.8400,54.3100,626464
2018-05-07,53.9000,54.3550,53.8300,54.1300,538975
2018-05-04,52.4700,53.7600,52.3900,53.6600,579905
2018-05-03,52.3500,52.8600,51.8200,52.6700,510411
2018-05-02,52.8200,53.1000,52.4600,52.5400,413132
2018-05-01,51.7400,52.5500,51.6100,52.5300,389229
2018-04-30,52.2400,52.5858,51.7300,51.8800,558469
2018-04-27,52.8100,52.8100,51.8000,52.0900,302811
2018-04-26,51.9200,52.4900,51.7700,52.3000,559905
2018-04-25,51.3900,51.4500,50.5905,51.2100,488879
2018-04-24,52.5800,52.7100,50.9500,51.3100,496895
2018-04-23,52.7400,52.9000,52.0800,52.3100,340373
2018-04-20,53.1800,53.1815,52.3500,52.5400,646612
2018-04-19,53.5900,53.5900,53.0900,53.3100,583382
2018-04-18,53.9500,54.1000,53.5200,53.9300,473810
2018-04-17,53.3700,54.1667,53.2200,54.0100,739310
2018-04-16,52.9000,53.1251,52.5751,52.9000,548735
2018-04-13,53.1200,53.1500,52.3100,52.5600,527528
2018-04-12,52.4700,52.9900,52.3800,52.7800,282959
2018-04-11,52.0200,52.5800,51.9750,52.1200,435229
2018-04-10,51.9000,52.5400,51.6350,52.3400,571740
2018-04-09,51.1300,52.0600,51.0300,51.0600,669159
2018-04-06,51.4400,51.9100,50.4750,50.7200,593581
2018-04-05,52.2200,52.3500,51.6300,52.0100,259132
2018-04-04,50.0300,51.9000,50.0002,51.7600,587453
2018-04-03,51.0200,51.2000,50.2900,51.0600,370947
